,integration_datetime,match_id
0,2022-12-03 18:26:02.162050,6174617300
1,2022-12-03 18:26:32.534438,6174617300
2,2022-12-03 18:27:02.946045,6174617300
3,2022-12-03 18:27:33.338639,6174617300
4,2022-12-03 18:28:03.759888,6174617300
5,2022-12-03 18:28:34.131772,6174617300
6,2022-12-03 18:29:04.547376,6174617300
7,2022-12-03 18:29:34.887681,6174617300
8,2022-12-03 18:30:05.291828,6174617300
9,2022-12-03 18:30:35.710733,6174617300
10,2022-12-03 18:31:06.122158,6174617300
11,2022-12-03 18:31:36.489202,6174635614
12,2022-12-03 18:32:06.992536,6174635614
13,2022-12-03 18:32:37.385736,6174635614
14,2022-12-03 18:33:07.798080,6174635614
15,2022-12-03 18:33:38.171554,6174617300
16,2022-12-03 18:34:08.589502,6174617300
17,2022-12-03 18:34:38.982625,6174635614
18,2022-12-03 18:35:09.414307,6174635614
19,2022-12-03 18:35:39.802225,6174635614
20,2022-12-03 18:36:10.227544,6174635614
21,2022-12-03 18:36:40.584836,6174635614
22,2022-12-03 18:37:11.034944,6174635614
23,2022-12-03 18:37:41.620558,6174635614
24,2022-12-03 18:38:12.074314,6174635614
25,2022-12-03 18:39:42.431382,6174638894
26,2022-12-03 18:40:12.852001,6174635614
27,2022-12-03 18:40:43.207099,6174638894
28,2022-12-03 18:41:13.853036,6174635614
29,2022-12-03 18:41:44.217914,6174638894
30,2022-12-03 18:42:14.655512,6174638894
31,2022-12-03 18:42:45.187173,6174647818
32,2022-12-03 18:42:45.187173,6174638894
33,2022-12-03 18:43:15.624455,6174647818
34,2022-12-03 18:43:45.960589,6174647818
35,2022-12-03 18:44:16.383416,6174647818
36,2022-12-03 18:44:46.766635,6174638894
37,2022-12-03 18:45:17.158275,6174647818
38,2022-12-03 18:46:17.960789,6174647818
39,2022-12-03 18:47:48.328205,6174647818
40,2022-12-03 18:48:18.741691,6174647818
41,2022-12-03 18:52:22.129536,6174654142
42,2022-12-03 18:53:22.891496,6174658220
43,2022-12-03 18:53:22.891496,6174654354
44,2022-12-03 18:53:53.290936,6174658220
45,2022-12-03 18:53:53.290936,6174654354
46,2022-12-03 18:54:23.657969,6174654142
47,2022-12-03 18:54:54.097202,6174658220
48,2022-12-03 18:55:24.526243,6174658220
49,2022-12-03 18:55:54.888521,6174658220
50,2022-12-03 18:55:54.888521,6174654354
51,2022-12-03 18:56:25.391813,6174658220
52,2022-12-03 18:56:25.391813,6174654354
53,2022-12-03 18:56:55.935442,6174658220
54,2022-12-03 18:56:55.935442,6174654354
55,2022-12-03 18:57:26.364330,6174658220
56,2022-12-03 18:57:26.364330,6174654354
57,2022-12-03 18:57:56.691953,6174658220
58,2022-12-03 18:57:56.691953,6174654354
59,2022-12-03 18:58:27.108508,6174658220
60,2022-12-03 18:58:27.108508,6174654354
61,2022-12-03 18:58:57.507671,6174658220
62,2022-12-03 18:58:57.507671,6174654354
63,2022-12-03 18:59:27.904628,6174658220
64,2022-12-03 18:59:27.904628,6174654354
65,2022-12-03 18:59:58.277992,6174658220
66,2022-12-03 19:00:28.688393,6174664051
67,2022-12-03 19:00:59.071456,6174658220
68,2022-12-03 19:01:29.471583,6174664051
69,2022-12-03 19:01:59.858278,6174664051
70,2022-12-03 19:02:30.291403,6174664051
71,2022-12-03 19:03:00.666891,6174675718
72,2022-12-03 19:03:00.666891,6174664051
73,2022-12-03 19:03:31.075425,6174675718
74,2022-12-03 19:03:31.075425,6174664051
75,2022-12-03 19:04:01.704624,6174678472
76,2022-12-03 19:04:01.704624,6174675718
77,2022-12-03 19:04:32.259532,6174678472
78,2022-12-03 19:04:32.259532,6174675718
79,2022-12-03 19:05:02.644246,6174664051
80,2022-12-03 19:05:33.037478,6174678472
81,2022-12-03 19:06:03.408686,6174678472
82,2022-12-03 19:06:33.774404,6174678472
83,2022-12-03 19:07:04.264354,6174678472
84,2022-12-03 19:07:34.686246,6174678472
85,2022-12-03 19:08:05.052681,6174678472
86,2022-12-03 19:08:35.493124,6174678472
87,2022-12-03 19:09:05.895809,6174678472
88,2022-12-03 19:09:36.285048,6174678472
89,2022-12-03 19:10:06.667321,6174678472
90,2022-12-03 19:11:38.113806,6174678383
91,2022-12-03 19:12:08.505335,6174678383
92,2022-12-03 19:12:38.957727,6174678383
93,2022-12-03 19:13:40.003698,6174678383
94,2022-12-03 19:14:10.363226,6174678383
95,2022-12-03 19:14:40.765350,6174678383
96,2022-12-03 19:15:11.414593,6174678383
97,2022-12-03 19:15:41.777985,6174678383
98,2022-12-03 19:16:12.101722,6174678383
99,2022-12-03 19:16:42.511208,6174678383
100,2022-12-03 19:17:12.868703,6174678383
101,2022-12-03 19:17:43.268942,6174678383
102,2022-12-03 19:18:44.092496,6174690001
103,2022-12-03 19:19:14.481749,6174690001
104,2022-12-03 19:19:44.891242,6174690001
105,2022-12-03 19:20:15.261333,6174690001
106,2022-12-03 19:20:45.691080,6174678383
107,2022-12-03 19:21:16.031793,6174678383
108,2022-12-03 19:21:46.435849,6174678383
109,2022-12-03 19:22:16.752636,6174690001
110,2022-12-03 19:22:47.120416,6174690001
111,2022-12-03 19:23:17.469544,6174701618
112,2022-12-03 19:23:17.469544,6174690001
113,2022-12-03 19:23:48.087963,6174701618
114,2022-12-03 19:24:18.459359,6174701618
115,2022-12-03 19:24:48.928718,6174701618
116,2022-12-03 19:25:19.317023,6174701618
117,2022-12-03 19:25:19.317023,6174697175
118,2022-12-03 19:25:49.728007,6174701618
119,2022-12-03 19:25:49.728007,6174697175
120,2022-12-03 19:26:20.083962,6174701618
121,2022-12-03 19:26:50.444519,6174701618
122,2022-12-03 19:27:20.786498,6174701618
123,2022-12-03 19:27:51.194771,6174697175
124,2022-12-03 19:28:21.746482,6174697175
125,2022-12-03 19:28:52.147238,6174697175
126,2022-12-03 19:29:52.961913,6174697175
127,2022-12-03 19:30:23.334331,6174697175
128,2022-12-03 19:30:53.753756,6174697175
129,2022-12-03 19:31:24.157803,6174703710
130,2022-12-03 19:32:55.454066,6174697175
131,2022-12-03 19:33:25.809415,6174697175
132,2022-12-03 19:33:56.217911,6174697175
133,2022-12-03 19:34:26.574486,6174706278
134,2022-12-03 19:34:57.037894,6174706278
135,2022-12-03 19:35:27.391663,6174706278
136,2022-12-03 19:35:57.833211,6174706278
137,2022-12-03 19:36:28.210614,6174706278
138,2022-12-03 19:36:58.594432,6174706278
139,2022-12-03 19:36:58.594432,6174708338
140,2022-12-03 19:37:28.937863,6174706278
141,2022-12-03 19:37:59.323222,6174706278
142,2022-12-03 19:37:59.323222,6174708338
143,2022-12-03 19:38:29.720610,6174706278
144,2022-12-03 19:38:29.720610,6174708338
145,2022-12-03 19:39:00.151997,6174706278
146,2022-12-03 19:39:00.151997,6174708338
147,2022-12-03 19:39:30.555866,6174706278
148,2022-12-03 19:39:30.555866,6174708338
149,2022-12-03 19:40:01.003457,6174719973
150,2022-12-03 19:40:01.003457,6174708338
151,2022-12-03 19:40:31.398795,6174719973
152,2022-12-03 19:40:31.398795,6174708338
153,2022-12-03 19:41:01.803548,6174706278
154,2022-12-03 19:41:01.803548,6174708338
155,2022-12-03 19:41:32.162551,6174706278
156,2022-12-03 19:41:32.162551,6174708338
157,2022-12-03 19:42:02.610452,6174719973
158,2022-12-03 19:42:32.968740,6174719973
159,2022-12-03 19:42:32.968740,6174708338
160,2022-12-03 19:43:03.391286,6174719973
161,2022-12-03 19:43:33.812585,6174719973
162,2022-12-03 19:44:04.217201,6174719973
163,2022-12-03 19:44:34.649344,6174719973
164,2022-12-03 19:45:05.150643,6174719973
165,2022-12-03 19:45:35.549052,6174719973
166,2022-12-03 19:46:05.980434,6174719973
167,2022-12-03 19:46:05.980434,6174708338
168,2022-12-03 19:46:36.363648,6174719973
169,2022-12-03 19:47:06.814840,6174719973
170,2022-12-03 19:47:06.814840,6174708338
171,2022-12-03 19:47:37.214700,6174731735
172,2022-12-03 19:48:07.662203,6174725336
173,2022-12-03 19:48:38.060729,6174725336
174,2022-12-03 19:48:38.060729,6174731735
175,2022-12-03 19:49:08.510310,6174725336
176,2022-12-03 19:49:38.891561,6174725336
177,2022-12-03 19:50:09.341411,6174725336
178,2022-12-03 19:50:39.712835,6174725336
179,2022-12-03 19:51:40.444695,6174725336
180,2022-12-03 19:52:10.894993,6174725336
181,2022-12-03 19:52:41.258174,6174725336
182,2022-12-03 19:53:11.743458,6174725336
183,2022-12-03 19:53:42.082350,6174725336
184,2022-12-03 19:54:12.487847,6174725336
185,2022-12-03 19:54:42.839569,6174725336
186,2022-12-03 19:55:13.240929,6174739496
187,2022-12-03 19:56:13.998829,6174739496
188,2022-12-03 19:56:44.370024,6174725336
189,2022-12-03 19:57:14.745749,6174745714
190,2022-12-03 19:57:45.133750,6174725336
191,2022-12-03 19:58:15.553117,6174725336
192,2022-12-03 19:58:45.897264,6174745714
193,2022-12-03 19:59:46.710220,6174745714
194,2022-12-03 20:00:17.067388,6174745714
195,2022-12-03 20:00:47.674984,6174745714
196,2022-12-03 20:01:18.064134,6174745714
197,2022-12-03 20:01:48.454575,6174745714
198,2022-12-03 20:02:18.812768,6174745714
199,2022-12-03 20:02:49.249436,6174745714
200,2022-12-03 20:02:49.249436,6174744317
201,2022-12-03 20:03:19.672690,6174745714
202,2022-12-03 20:03:19.672690,6174744317
203,2022-12-03 20:03:50.069619,6174745714
204,2022-12-03 20:04:20.571996,6174744317
205,2022-12-03 20:04:50.999752,6174744317
206,2022-12-03 20:05:21.382015,6174745714
207,2022-12-03 20:05:51.811203,6174744317
208,2022-12-03 20:06:22.200767,6174744317
209,2022-12-03 20:06:52.676061,6174744317
210,2022-12-03 20:07:23.032590,6174744317
211,2022-12-03 20:07:53.405925,6174744317
212,2022-12-03 20:08:23.799385,6174744317
213,2022-12-03 20:08:54.257583,6174744317
214,2022-12-03 20:09:54.999983,6174744317
215,2022-12-03 20:10:25.371208,6174744317
216,2022-12-03 20:10:55.784680,6174744317
217,2022-12-03 20:11:26.148115,6174744317
218,2022-12-03 20:11:56.558725,6174760789
219,2022-12-03 20:12:26.886161,6174758431
220,2022-12-03 20:12:57.297904,6174758431
221,2022-12-03 20:13:27.651767,6174758431
222,2022-12-03 20:13:58.045886,6174758431
223,2022-12-03 20:13:58.045886,6174757381
224,2022-12-03 20:14:28.435082,6174758431
225,2022-12-03 20:14:28.435082,6174757381
226,2022-12-03 20:14:58.863566,6174758431
227,2022-12-03 20:15:29.211429,6174758431
228,2022-12-03 20:15:29.211429,6174757381
229,2022-12-03 20:15:59.631233,6174758431
230,2022-12-03 20:15:59.631233,6174757381
231,2022-12-03 20:16:30.031489,6174758431
232,2022-12-03 20:17:00.416690,6174758431
233,2022-12-03 20:17:00.416690,6174757381
234,2022-12-03 20:17:30.841186,6174758431
235,2022-12-03 20:17:30.841186,6174757381
236,2022-12-03 20:18:01.284965,6174758431
237,2022-12-03 20:18:01.284965,6174757381
238,2022-12-03 20:18:31.639198,6174758431
239,2022-12-03 20:18:31.639198,6174757381
240,2022-12-03 20:19:02.069870,6174777599
241,2022-12-03 20:19:32.470540,6174758431
242,2022-12-03 20:19:32.470540,6174757381
243,2022-12-03 20:20:02.871437,6174781521
244,2022-12-03 20:20:02.871437,6174777599
245,2022-12-03 20:20:33.262968,6174758431
246,2022-12-03 20:20:33.262968,6174757381
247,2022-12-03 20:21:04.050167,6174781521
248,2022-12-03 20:21:04.050167,6174777599
249,2022-12-03 20:21:34.513065,6174758431
250,2022-12-03 20:21:34.513065,6174757381
251,2022-12-03 20:22:04.880281,6174781521
252,2022-12-03 20:22:04.880281,6174777599
253,2022-12-03 20:22:35.244400,6174781521
254,2022-12-03 20:22:35.244400,6174774358
255,2022-12-03 20:23:05.700776,6174781521
256,2022-12-03 20:23:05.700776,6174774358
257,2022-12-03 20:23:36.088771,6174781521
258,2022-12-03 20:23:36.088771,6174777599
259,2022-12-03 20:24:06.510720,6174781521
260,2022-12-03 20:24:06.510720,6174774358
261,2022-12-03 20:24:36.930322,6174781521
262,2022-12-03 20:24:36.930322,6174774358
263,2022-12-03 20:25:07.377803,6174781521
264,2022-12-03 20:25:37.794386,6174781521
265,2022-12-03 20:25:37.794386,6174774358
266,2022-12-03 20:26:08.257416,6174781521
267,2022-12-03 20:26:38.651165,6174781521
268,2022-12-03 20:27:09.081858,6174781521
269,2022-12-03 20:27:09.081858,6174777599
270,2022-12-03 20:27:39.441329,6174781521
271,2022-12-03 20:27:39.441329,6174774358
272,2022-12-03 20:28:09.863421,6174781521
273,2022-12-03 20:28:09.863421,6174774358
274,2022-12-03 20:28:40.239507,6174781521
275,2022-12-03 20:29:10.721984,6174774358
276,2022-12-03 20:30:11.508962,6174781521
277,2022-12-03 20:30:41.860944,6174781521
278,2022-12-03 20:32:13.134611,6174774358
279,2022-12-03 20:36:15.448601,6174795023
280,2022-12-03 20:38:48.495089,6174795023
281,2022-12-03 20:39:18.900108,6174795023
282,2022-12-03 20:39:49.275691,6174795023
283,2022-12-03 20:40:19.662980,6174795023
284,2022-12-03 20:40:50.133390,6174795023
285,2022-12-03 20:41:20.500971,6174807616
286,2022-12-03 20:41:20.500971,6174795023
287,2022-12-03 20:41:51.147042,6174807616
288,2022-12-03 20:41:51.147042,6174795023
289,2022-12-03 20:42:21.504205,6174807616
290,2022-12-03 20:42:21.504205,6174805117
291,2022-12-03 20:42:51.927817,6174807616
292,2022-12-03 20:42:51.927817,6174795023
293,2022-12-03 20:43:22.338180,6174807616
